track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2vl3UJhBeIzAVA2pa4rTEy,Miranda!,Sin Restricciones,Navidad,33,191573,False,0.731,0.57,10,-5.734,1,0.0306,0.537,8.46e-05,0.108,0.93,123.044,4,electronic
2W4YAZoOkkEDbTWZ9ICME3,The Kiboomers,Top 30 Baby Songs,Teddy Bear Teddy Bear,37,65179,False,0.925,0.395,0,-9.129,1,0.0424,0.837,2.23e-06,0.352,0.962,100.005,4,children
4Ac9Vhb6uEZN3smH8z6Y7o,Owl Vision,PAIN.EXE,BL00D,57,101946,False,0.604,0.965,7,-2.812,1,0.0665,0.00077,0.802,0.0911,0.0469,113.015,4,club
4WxMqMk1waoa4nCUZlBuJE,Kevin Roldan,Reggeaton Imperdible,PPP,0,129332,False,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,latin
7zrpoAJte9o12TzawqgdD0,Andrea Bocelli,Bocelli (Remastered),Con te partirò,67,250983,False,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,5,opera
1DlfbFyGjS4ESEGbGSysYI,Grupo Revelação;Ferrugem,Revela Samba Beach (Segunda Onda),Deixa Alagar / Climatizar / Pente Rala,43,283925,False,0.563,0.795,10,-5.986,1,0.0828,0.662,0.0,0.362,0.801,96.92,4,pagode
5Vpa8GM9IcixxH5x3tNfqF,Clayton & Romário,No Churrasco 2 (Ao Vivo),Remédio Novo - Ao Vivo,49,167882,False,0.62,0.901,9,-2.064,1,0.151,0.408,0.0,0.924,0.871,91.547,4,sertanejo
6R2UBVd2Bsg6aqxUqnTA2k,Leila Bela,Angra Manyu,Pull My Strings,0,44413,False,0.523,0.273,9,-12.489,1,0.0807,0.682,0.552,0.0747,0.266,84.341,3,iranian
1Xs8qLgBD1IeblneE69YsV,Mila Harper,Gan Duille,Gan Duille,59,151522,False,0.196,0.0464,6,-29.211,1,0.0414,0.981,0.977,0.116,0.0385,71.031,4,sleep
6dDnNol7rIKv6KO6JzV8jk,Andrew Marlin,Fable & Fire,Old Pine Box,21,197036,False,0.603,0.262,2,-12.754,1,0.0307,0.938,0.922,0.0945,0.71,82.619,4,bluegrass
1WBs2MWGUFoxoshHtUeBrT,Carcass,Symphonies of Sickness,Empathological Necroticism,20,345066,True,0.252,0.847,1,-11.518,0,0.0797,1.44e-06,0.736,0.145,0.46,134.191,4,death-metal
1ifKYo2py2jH1byZLIfRFE,Joe Smooth;Graeme Park;Mike Pickering;Manchester Camerata;Tim Crooks,Promised Land,Promised Land,15,261106,False,0.641,0.732,6,-9.107,0,0.0284,0.00598,0.000123,0.0385,0.272,125.007,4,chicago-house
1yoMdigYCXY5UrhTbGNEJp,Eric Burdon,Disciples Liberation The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,False,0.673,0.712,11,-7.858,0,0.0273,0.159,0.0,0.183,0.912,113.061,4,blues
1M6IxaDRK9wV4sYfuPS1JG,Evil Darkness,Dark Blasting Tongue,Without Mercy (Jungle of Dead Christians),34,135720,True,0.426,0.968,6,-9.193,1,0.0813,0.0121,0.715,0.344,0.503,144.997,4,death-metal
5HsRMjG0bq7LFPUYCoJyUI,Clarence White,Flatpick (Collector's Deluxe Edition),Reno Ride,24,65280,False,0.502,0.317,2,-15.961,1,0.0352,0.932,0.902,0.0999,0.925,111.601,4,bluegrass
7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,Off the Wall,Rock with You - Single Version,75,220626,False,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,soul
0teJO13Uua0AamcZ681qOd,Tiësto;Jonas Blue;Rita Ora,The London Sessions,Ritual,45,198995,False,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.769,114.998,4,trance
1uNdxNGDhjTTbsdRtx6s1r,Ati242;Şehinşah,Junkie Flow,Press,43,179652,True,0.808,0.666,7,-8.636,1,0.164,0.0144,5.36e-05,0.241,0.467,96.026,4,turkish
0EZBeSP6JhQ9tiZRkm45wE,Nostalgique,"Hello, Beautiful","Hello, Beautiful",27,76666,False,0.731,0.557,10,-8.243,1,0.0578,0.297,0.77,0.0804,0.845,179.878,4,study
7GkHIsnziYgk6j1lx2TK6H,BIBI,Twenty-Five Twenty-One OST Part 3,"Very, Slowly",62,214851,False,0.528,0.423,8,-7.381,1,0.0264,0.678,0.00148,0.167,0.249,135.917,4,k-pop
6J4Y8Wvb631w5UVxa1xX8T,Don Williams,Visions,Some Broken Hearts Never Mend,56,170800,False,0.622,0.466,9,-14.558,1,0.0257,0.868,0.888,0.108,0.71,97.583,4,country
31Fhqdoz9Qtp6nj9SWNIDf,Jaylon Ashaun,Final Draft,Strawberries and Wine,54,139289,False,0.726,0.618,2,-7.073,1,0.0571,0.481,0.0,0.0945,0.374,110.068,4,chill
6kNQ1dqw70SfOedjeAt4IV,Magnus Uggla,Alla Tolkningar,Det går bra nu,40,158218,False,0.603,0.566,7,-5.963,1,0.0325,0.55,0.0,0.159,0.7,79.966,4,swedish
0cxXQy8AkfPWeCaY9uTfNb,Above & Beyond;Richard Bedford;Nox Vahn,10 Years of Group Therapy (Part 2),On My Way To Heaven - Nox Vahn Extended Mix,21,394829,False,0.712,0.651,7,-7.421,1,0.0431,0.000134,0.468,0.161,0.136,125.0,4,trance
4Xb9WKmzyiPeQSRqNQ2djU,Arctic Monkeys,Suck It and See,Evil Twin,50,197373,False,0.479,0.752,4,-4.99,0,0.0793,0.0016,1.78e-05,0.0599,0.741,175.997,4,garage
6JyInrbnIrWNeJxpUOOGIl,Regen zum Schlafen,Schlaf Regen,Regen - Tiefschlaf,42,126975,False,0.0751,0.91,10,-21.172,1,0.0668,0.134,0.947,0.7,0.0269,175.909,3,sleep
1dbVOLNIhvNFg6OxwcefEj,Vybz Kartel,Farr Out,How Mi Grow,18,144000,False,0.605,0.798,1,-4.436,1,0.373,0.375,2.54e-05,0.0612,0.942,94.19,4,j-dance
66slUG61Y6bChbtJVZQ9iS,Dj Vianu,Beloved,Beloved,41,251500,False,0.721,0.621,0,-11.66,0,0.0406,0.0346,0.0212,0.0705,0.295,120.008,4,groove
4jiz1yjntTi04Kstn960LL,Vybz Kartel,The Gaza Don,Jump in the Benz,28,202536,False,0.758,0.664,4,-5.262,0,0.267,0.185,0.0,0.324,0.288,103.122,4,dancehall
15CLG3Q3AdBZZRYQUKYKqW,Tatiana,No Vuelvas A Besarme,No Vuelvas A Besarme,32,261320,False,0.606,0.388,8,-12.758,1,0.0283,0.312,1.3e-05,0.0895,0.245,123.954,4,children
3DZY5a6fouVDlGOvTCz5z7,Allessa,Layla sitzt dicht im Flieger,Adrenalin,0,177986,False,0.726,0.76,5,-5.054,0,0.0465,0.00247,2.01e-05,0.301,0.487,126.023,4,disco
5Sho3kEbYXopoXPhPACqo7,Mr. C,Mr. C Presents The Cha-cha Slide Greatest Hits,Cha Cha Slide,52,222080,False,0.856,0.905,11,-6.82,0,0.146,0.041,0.00385,0.315,0.805,131.003,4,kids
2pmufbyTPOHnniooCPJKod,Pritam;Jubin Nautiyal,Tadap,Tu Mera Hogaya Hai,46,309150,False,0.598,0.814,11,-6.698,0,0.0667,0.453,2.71e-06,0.178,0.613,92.955,4,indian
7AWiygF1apPg1hZtG211YQ,Debbie Doo,Balance on One Foot,Balance on One Foot,23,134666,False,0.686,0.737,11,-7.708,1,0.0463,0.0207,0.00116,0.076,0.841,164.821,4,kids
6C9fxiL7M1B24erpM0e5lr,Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand,Mozart: A Night of Classics,"Symphony No. 33 in B-Flat Major, K. 319: 2c. Andante moderato - Pt. 3",25,41400,False,0.25,0.192,10,-19.978,1,0.0357,0.988,0.786,0.439,0.258,83.497,3,classical
52qNIY0h8bzZ410sZPRRWX,Aaron Smith;Alicia Campbell,Outer Level,Outer Level,31,441904,False,0.779,0.519,0,-6.274,1,0.042,0.232,0.00539,0.123,0.731,125.993,4,chicago-house
2Tax7fSPDly9OLIAZRd0Dp,Alexi Murdoch,Towards The Sun,Through The Dark,43,330066,False,0.566,0.127,7,-18.624,1,0.0439,0.958,0.916,0.111,0.189,123.211,4,british
1i1pdHHjdWCwIRwfJ6Nf61,Momoiro Clover Z,"MOMOIRO CLOVER Z 6th ALBUM TOUR “祝典""(Live at 日本武道館 2022.5.15)",ショービズ (Live at 日本武道館 2022.5.15),19,233839,False,0.766,0.944,8,-3.039,1,0.0874,0.647,0.0,0.781,0.518,125.061,4,j-idol
6zlw2AqqtIjmRFksb3cmN3,Cadmium;Jon Becker,Melody,Melody,53,220235,False,0.364,0.466,9,-10.524,1,0.0889,0.245,2.75e-06,0.0905,0.534,84.226,4,edm
17dxXweuShPwv4eXAqJMXz,Quinn Joshua,Sedate Dawn,Sedate Dawn,58,165802,False,0.0999,0.0273,11,-31.428,1,0.0405,0.91,0.66,0.11,0.117,68.322,3,sleep
7eLvCsLfaeSHeezjOwJ96E,Justin Bieber,pov: it's 2020,Yummy,0,208520,False,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,4,pop
5Jgv5IaPCgj1rldWSlw6m3,Arijit Singh;Shadab;Altamash Faridi,Arijit Singh Broken Strings,"Lambiyaan Si Judaiyaan (From ""Raabta"")",55,238243,False,0.436,0.721,11,-5.956,0,0.0852,0.273,0.0,0.132,0.73,171.851,4,pop-film
17larILaMHwsprsMFnYI77,The Notorious B.I.G.,Bad Boy's 10th Anniversary- The Hits,Big Poppa - 2005 Remaster,63,249840,True,0.73,0.608,9,-6.417,0,0.295,0.301,0.0,0.207,0.753,84.555,4,hardcore
1mRhFPwyTuXcpZmyWVy0PN,David Cross,"Oh, Come On","But Not Really (Couples Colonic, Pt. 3)",21,260339,True,0.639,0.496,11,-17.006,1,0.898,0.471,0.0,0.725,0.391,109.44,3,comedy
3iu6Z2EBJZF0VyK6y4vv8D,Orquestra Voadora,Pernas Voadoras,Pernas Voadoras,21,172695,False,0.655,0.62,10,-7.736,1,0.0394,0.75,0.615,0.191,0.763,97.513,4,afrobeat
4wZ7ZLN0dtrNHs7S4yF5Lv,Dubfire;Oliver Huntemann;Julian Jeweil,Retrospectivo 2008 - 2016,Fuego - Julian Jeweil Remix,45,392409,False,0.803,0.852,1,-7.911,0,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,4,minimal-techno
2RZWSolFOoxHOLLvuBCAmV,Yiruma,Piano,Lamentation,43,222000,False,0.441,0.0114,0,-26.618,0,0.0611,0.995,0.906,0.138,0.181,74.25,5,new-age
7fpvBXWplUDFqQikcG5woL,Deekline,I Don't Smoke ('09 Mixes),I Don't Smoke - Deekline & Ed Solo vs System Remix,13,286000,False,0.619,0.981,1,-3.785,1,0.0611,9.35e-05,0.895,0.0197,0.729,87.488,4,breakbeat
4D75ixy2I4ft75Ay25fKyP,Legião Urbana,O Descobrimento Do Brasil,Vinte E Nove,47,223933,False,0.42,0.542,7,-13.097,1,0.036,0.02,0.0471,0.185,0.72,129.726,5,brazil
24xTylaPWS5iVVCxwTTkcv,David Arnold;Michael Price,Sherlock Series 4: The Final Problem (Original Television Soundtrack),Who You Really Are,45,155773,False,0.224,0.273,9,-15.592,0,0.0558,0.237,0.905,0.0867,0.126,129.479,4,british
5xgXG5BfCNO6KJrQOHKprg,Breaking Benjamin,Ember,Tourniquet,54,249466,False,0.179,0.953,5,-2.686,1,0.202,1.5e-05,0.00109,0.363,0.337,153.955,5,grunge
4N68MLgHNVhUzabC17e5Fg,Timothy Infinite,Stocking Stuffers,Christmas in Florida,0,132811,False,0.781,0.429,1,-6.074,1,0.0345,0.232,0.831,0.103,0.703,80.517,4,study
2aGaBLYxakwHTqcOk4iD4p,David Bisbal,Retro Baladas,Me Enamoré De Ti,0,206173,False,0.497,0.524,2,-8.111,1,0.0293,0.191,0.0,0.0896,0.209,143.961,4,latin
0QKQfBRO7yv8XCefwEax14,Lamb,What Sound,Gabriel,51,260666,False,0.425,0.534,11,-9.066,0,0.0333,0.18,0.0062,0.0562,0.187,83.718,4,trip-hop
3kMTsApycVapS5vvWrVR3N,Jorge Vidal,El motivo (Historical Recordings),Milonga burrera,19,200875,False,0.611,0.391,10,-15.617,0,0.183,0.93,0.000289,0.139,0.725,100.894,4,tango
02gGfhPHk5NuN0mgbKpU4Y,GAYLE,ur just horny,ur just horny,58,178787,True,0.529,0.897,1,-4.713,0,0.0726,0.221,0.0,0.0399,0.885,180.118,4,alternative
03HCozBVestYZNZ01ssQel,Technoboy,The Best Hardstyle Classics,Ti Sento,21,442038,False,0.368,0.837,8,-4.26,0,0.0638,0.00161,0.566,0.0543,0.112,149.946,4,hardstyle
2smULsKvmpUMnp8nDibi6S,Ava Max,Upbeat Pop,Million Dollar Baby,0,184294,False,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47e-05,0.325,0.641,133.039,4,dance
3PpbEUXlrpY8r7HV2OYMGr,Los Pasteles Verdes,Los 20 Grandes Éxitos,Ex Presidiario,28,176133,False,0.268,0.385,0,-11.749,1,0.031,0.374,0.0,0.0995,0.535,182.325,4,rock-n-roll
19v6qcpbiccxoX8oxv8LlJ,Ikke Hüftgold,"Dicke Titten, Kartoffelsalat","Dicke Titten, Kartoffelsalat",24,198903,True,0.598,0.954,6,-2.13,1,0.27,0.146,0.0,0.413,0.642,144.984,4,party
7aZXTNQVlBypYUrj0WF8bH,Mark With a K;MC Alee;Ruthless,Krijg Ons Niet Stil,Krijg Ons Niet Stil - Radio Edit,21,203200,False,0.519,0.744,8,-6.687,1,0.0457,0.0991,2.72e-06,0.124,0.101,149.971,4,hardstyle
0BHtnBYHZfNvnNdllZmkcY,Dan Gibson's Solitudes,Asian Spa,Euphoric Balance,22,357005,False,0.46,0.113,9,-24.615,0,0.0375,0.753,0.375,0.945,0.0645,129.951,3,new-age
0Y5lftJhV50jLIy3xc1alV,Amanda Wanessa,Me Refazer,Me Refazer,38,194629,False,0.672,0.631,4,-4.586,1,0.0348,0.556,0.0,0.174,0.208,125.89,4,gospel
4cZTvx9cDgK1oISjcBsjUi,Faith Evans,Gourmet Soul,You Used to Love Me,0,269173,False,0.702,0.458,0,-8.195,1,0.0348,0.247,1.64e-06,0.126,0.679,89.266,4,soul
04TUI0ut3JfAYpubKO4AHj,Water Sound Natural White Noise,White Noise Spa – Calming Noises,Fine Noise for Children,40,63000,False,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,0,sleep
5J8Ky3NNT98Z8Mp1YQTDCZ,Martin Garrix;Bono;The Edge,We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song],We Are The People (Martin Garrix Remix) (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,49,223333,False,0.646,0.854,0,-4.238,1,0.0375,0.113,0.0,0.165,0.372,125.936,4,progressive-house
3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,alt-rock
6jEsFa4gAXvikzdt8aijpn,Timothy Infinite,Cielo,Conflicto,14,166817,False,0.784,0.724,6,-6.739,1,0.0503,0.0775,0.885,0.271,0.401,93.984,4,study
1ZO99OrjupdwV1MWfgmihI,for KING & COUNTRY,What Are We Waiting For?,RELATE,55,173500,False,0.694,0.566,10,-8.639,1,0.17,0.064,7.77e-06,0.308,0.33,100.008,4,world-music
5idpF5W5D1TmaQ1kcvrT4l,Pat Laine,Mulholland Cruise,Mulholland Cruise,31,134579,False,0.742,0.254,0,-15.696,1,0.0803,0.571,0.867,0.212,0.368,150.029,4,study
0RHSxCtBBdjDsJAqArtTSt,Papon;Monali Thakur,Chakki (Original Motion Picture Soundtrack),Aankhein Judi,39,320000,False,0.578,0.277,11,-11.86,1,0.0305,0.711,0.031,0.0907,0.131,114.978,4,folk
6hS70dAx8l2OCXTjSUBoBN,Georgio,Ciel enflammé - Sacré,Petit prince,32,220394,True,0.829,0.604,9,-8.855,0,0.215,0.574,2.36e-06,0.099,0.203,125.999,4,french
5dyRLxyjgy5orlNd9hNCt0,Frei Gilson,Acoustic Som do Monte,Tu És o Centro (Ao Vivo),49,1357451,False,0.56,0.449,5,-9.882,1,0.0282,0.6,1.43e-05,0.638,0.198,76.004,4,brazil
3RWbsf0z7p1aqRRjXcxnDZ,Mumuzinho,Dengo Nego,Dengo Nego,41,213281,False,0.575,0.805,0,-6.763,1,0.0556,0.508,0.0,0.49,0.929,160.003,4,pagode
5LPy7NtfFifsoc41Updffv,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Classical Christmas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIb. Dance of the Sugar-Plum Fairy",0,126000,False,0.277,0.0113,4,-38.384,0,0.0285,0.769,0.00268,0.321,0.0725,102.532,4,classical
40PHkeiMhlAVrgkhBcyYVS,Shamanes Crew,Tótem,Hasta La Mañana,27,234000,False,0.69,0.79,9,-7.574,0,0.0402,0.0286,7.98e-05,0.11,0.532,103.965,4,dancehall
59LWNzlcxkc2kymlDIYpNa,Tutto Durán,Me Gustas,Me Gustas,55,206623,False,0.657,0.814,2,-4.382,1,0.0838,0.0413,5.05e-06,0.155,0.691,165.953,4,spanish
0KjymysGYZC19KgJlSpuVY,Matthias Reim;Michelle,Reim,Idiot,30,228746,False,0.742,0.94,0,-3.222,1,0.0588,0.177,0.00183,0.19,0.682,135.972,4,party
2B0KdaGb9ol7mnuJw2LXgh,You Ya,千禧珍藏系列,爱你在心口难开,23,170626,False,0.541,0.477,0,-7.673,1,0.0281,0.901,0.014,0.142,0.591,104.636,4,mandopop
1PphwDVGRYmR7tGMvdsfo5,The New Mastersounds,The Nashville Session,Burnt Back,19,224095,False,0.537,0.903,9,-6.951,1,0.0503,0.452,0.852,0.126,0.843,111.801,4,afrobeat
57ddChwU6L0aHhrW1ecOIb,Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,Mary Had A Little Lamb,36,110472,False,0.434,0.224,5,-13.223,1,0.0478,0.98,0.838,0.107,0.177,77.335,4,sleep
7kQkcCbbtwH5HkD2IwmPHO,Röyksopp,Poor Leno,Poor Leno - Jakatta Radio Mix,18,215560,False,0.571,0.918,10,-6.139,0,0.0296,0.000677,0.63,0.101,0.766,129.0,4,trip-hop
5gXofLkTeHbGwIgulWNSG7,The Gladiators,Balearic Reggae,Stick A Bush - 2002 Remastered Version,27,146173,False,0.859,0.385,11,-16.11,0,0.0702,0.0214,0.00465,0.103,0.566,135.998,4,dub
3wjgPeXocinhLyPL37p70e,Lea Salonga;Harvey Fierstein;Matthew Wilder;James Hong;Jerry Tondo;Disney,Mulan (Original Soundtrack),A Girl Worth Fighting For,63,146053,False,0.368,0.35,4,-17.313,1,0.0617,0.564,0.0,0.281,0.849,175.741,4,show-tunes
0donCfhuT3BIjytI3Nqsak,Panteon Rococo;Flavio Cianciarulo,Ofrenda,Cuando Estoy Contigo (feat. Flavio Cianciarulo),40,192560,False,0.609,0.713,10,-3.955,0,0.0453,0.129,0.0,0.108,0.698,170.168,4,ska
4MoQw86IQwIifpS2SdM894,Alan Tam,愛情陷阱,幸運星,20,235200,False,0.528,0.253,6,-14.869,1,0.0275,0.52,0.00373,0.286,0.263,95.033,4,cantopop
5Yx9t9RgATAtYoHN8gbRM0,Frankie Cosmos,Next Thing,Fool,70,124021,False,0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-05,0.255,0.343,120.207,4,indie-pop
6OpobFJ7V6goNvcKuZ3XRA,Jack Hartmann,Number Songs,Skip Count by 3's,8,123040,False,0.892,0.748,4,-6.347,1,0.122,0.0558,2.78e-06,0.0994,0.891,116.037,4,kids
04zz61bceQwMJUa61BVreA,The Riptides,Canadian Graffiti,Totally Wasted,21,103346,False,0.389,0.878,1,-4.737,0,0.0646,9.04e-05,2.31e-06,0.191,0.765,197.74,4,power-pop
4i9rwlnDxUiMZA9Dq3hAL3,Fall Out Boy,OO's Music Grandi Successi,"Sugar, We're Goin Down",2,230933,False,0.5,0.887,7,-3.74,1,0.0726,0.00467,0.0,0.114,0.631,162.003,4,emo
0xERMvJD8djz1ZBjPSRLvM,Don Gibson,RCA Country Legends: Don Gibson,Sea of Heartbreak,55,155040,False,0.59,0.586,7,-9.158,1,0.0344,0.422,4.46e-05,0.337,0.729,91.17,4,rock-n-roll
0SctZH6DHE3AND0rZbZQlw,Das Lumpenpack,emotions,Dolce Wohnen,37,245341,False,0.591,0.709,2,-6.873,1,0.0258,0.000516,3.05e-06,0.143,0.166,139.007,4,ska
